satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.68,1.0,4.0,167.0,2.0,0.0,0.0,sales,low,0
0.38,0.5,2.0,187.0,2.0,,0.0,sales,medium,0
0.64,,4.0,199.0,4.0,0.0,0.0,accounting,medium,0
0.76,0.62,4.0,157.0,3.0,0.0,0.0,accounting,medium,0
0.26,0.45,2.0,157.0,3.0,0.0,0.0,accounting,medium,0
,0.67,3.0,178.0,2.0,0.0,0.0,hr,medium,0
,0.66,3.0,154.0,2.0,0.0,,hr,medium,0
0.86,0.83,5.0,208.0,,1.0,0.0,hr,medium,0
0.14,0.68,4.0,273.0,5.0,1.0,0.0,hr,medium,0
0.58,0.63,4.0,159.0,3.0,0.0,0.0,technical,medium,0
0.63,0.97,4.0,234.0,2.0,0.0,0.0,technical,medium,0
0.7,0.91,,139.0,3.0,1.0,0.0,,medium,0
0.73,0.62,4.0,210.0,4.0,0.0,0.0,technical,medium,0
0.89,0.52,3.0,164.0,3.0,0.0,0.0,technical,high,0
0.17,0.61,3.0,241.0,5.0,1.0,0.0,technical,,0
0.86,0.73,5.0,259.0,2.0,0.0,0.0,technical,medium,0
0.59,0.73,3.0,159.0,3.0,1.0,0.0,technical,medium,0
0.22,0.51,4.0,131.0,2.0,0.0,0.0,technical,medium,0
0.55,0.57,3.0,266.0,2.0,0.0,0.0,technical,medium,0
0.74,0.6,3.0,153.0,2.0,0.0,0.0,technical,low,0
0.55,0.54,3.0,253.0,2.0,0.0,0.0,support,low,0
0.67,0.94,4.0,141.0,2.0,1.0,0.0,support,low,0
0.64,,3.0,199.0,3.0,0.0,0.0,,low,0
0.58,0.71,3.0,205.0,3.0,0.0,0.0,support,low,0
0.9,0.6,4.0,252.0,3.0,0.0,0.0,support,low,0
0.89,0.9,4.0,153.0,3.0,0.0,0.0,support,low,0
0.74,0.37,2.0,171.0,4.0,0.0,0.0,support,low,0
0.78,0.91,5.0,150.0,4.0,0.0,0.0,support,low,0
0.97,0.53,,247.0,3.0,0.0,0.0,support,low,0
0.52,0.92,4.0,150.0,2.0,1.0,0.0,support,low,0
0.99,0.86,4.0,206.0,2.0,0.0,0.0,support,,0
0.76,0.44,4.0,192.0,4.0,1.0,0.0,technical,low,0
0.69,0.96,5.0,164.0,3.0,0.0,0.0,technical,low,0
0.59,0.69,3.0,186.0,3.0,0.0,0.0,technical,low,0
0.95,0.63,3.0,249.0,3.0,0.0,0.0,management,low,0
0.69,0.81,3.0,214.0,2.0,0.0,0.0,IT,low,0
0.76,0.75,4.0,193.0,4.0,0.0,0.0,IT,low,0
0.7,0.84,2.0,114.0,4.0,0.0,0.0,IT,low,0
0.87,0.6,2.0,122.0,,0.0,0.0,IT,low,0
0.44,0.55,3.0,170.0,3.0,1.0,0.0,IT,low,0
0.54,0.91,3.0,151.0,3.0,0.0,,product_mng,medium,0
0.55,0.75,3.0,156.0,,0.0,0.0,,medium,0
0.81,0.75,5.0,170.0,3.0,1.0,0.0,product_mng,medium,0
0.5,0.55,3.0,,2.0,0.0,0.0,product_mng,medium,0
0.93,0.74,4.0,201.0,3.0,1.0,0.0,,medium,0
0.64,0.5,6.0,254.0,6.0,0.0,0.0,RandD,medium,0
0.57,,3.0,206.0,4.0,0.0,0.0,RandD,medium,0
0.95,0.74,4.0,216.0,3.0,0.0,0.0,RandD,,0
0.86,0.67,5.0,200.0,3.0,0.0,0.0,RandD,medium,0
0.82,,4.0,202.0,2.0,,0.0,RandD,medium,0
0.18,0.79,,217.0,4.0,0.0,0.0,,medium,0
0.58,0.7,5.0,151.0,4.0,0.0,0.0,marketing,medium,0
,0.56,,224.0,2.0,0.0,0.0,sales,high,0
0.94,0.83,5.0,148.0,3.0,0.0,0.0,accounting,low,0
0.2,0.97,,224.0,5.0,1.0,0.0,support,medium,0
0.73,0.75,2.0,243.0,5.0,,0.0,technical,medium,0
0.94,0.8,4.0,238.0,,1.0,0.0,management,medium,0
0.99,0.61,3.0,254.0,3.0,0.0,,marketing,medium,0
0.22,0.49,4.0,218.0,4.0,0.0,0.0,marketing,low,0
0.67,0.66,3.0,237.0,3.0,0.0,0.0,marketing,low,0
0.49,,4.0,185.0,,0.0,0.0,sales,low,0
0.78,0.95,4.0,184.0,3.0,0.0,0.0,sales,,0
0.15,0.74,2.0,176.0,3.0,1.0,0.0,sales,low,0
0.91,0.89,4.0,260.0,3.0,0.0,0.0,sales,low,0
0.7,0.78,4.0,254.0,4.0,0.0,0.0,,low,0
0.6,0.95,,221.0,3.0,0.0,0.0,sales,low,0
0.59,0.57,5.0,257.0,2.0,0.0,0.0,sales,low,0
0.59,0.93,3.0,265.0,3.0,1.0,0.0,sales,low,0
0.55,0.64,3.0,138.0,3.0,1.0,0.0,sales,,0
0.42,0.75,3.0,163.0,2.0,1.0,0.0,sales,low,0
0.57,0.81,3.0,144.0,3.0,,0.0,sales,low,0
0.72,0.51,3.0,146.0,,1.0,0.0,sales,low,0
0.83,,3.0,242.0,6.0,0.0,0.0,sales,low,0
0.89,0.93,4.0,249.0,,0.0,0.0,sales,low,0
0.55,0.59,3.0,,3.0,0.0,,sales,low,0
0.53,0.75,4.0,201.0,2.0,0.0,0.0,sales,low,0
0.74,0.59,4.0,,4.0,1.0,0.0,sales,medium,0
0.63,0.98,4.0,160.0,2.0,0.0,0.0,sales,medium,0
0.63,0.4,,177.0,2.0,1.0,0.0,sales,medium,0
0.61,0.97,4.0,,3.0,0.0,0.0,,medium,0
0.76,0.79,3.0,197.0,5.0,0.0,0.0,accounting,medium,0
0.67,0.82,4.0,246.0,4.0,0.0,0.0,accounting,medium,0
0.51,0.95,4.0,258.0,3.0,0.0,0.0,hr,medium,0
0.67,0.55,3.0,137.0,3.0,0.0,0.0,hr,medium,0
0.16,0.94,3.0,178.0,4.0,0.0,0.0,hr,,0
0.34,0.85,4.0,123.0,4.0,0.0,0.0,hr,medium,0
0.58,,5.0,162.0,3.0,1.0,0.0,technical,medium,0
0.5,0.71,5.0,,5.0,0.0,0.0,technical,medium,0
0.56,0.48,4.0,197.0,3.0,1.0,0.0,technical,high,0
0.56,0.98,3.0,220.0,3.0,0.0,0.0,technical,low,0
0.74,0.71,4.0,133.0,2.0,0.0,0.0,technical,medium,0
0.69,0.99,3.0,198.0,2.0,0.0,0.0,technical,medium,0
0.15,0.81,4.0,160.0,5.0,0.0,0.0,,medium,0
0.58,0.67,2.0,180.0,2.0,0.0,0.0,technical,medium,0
0.8,0.79,3.0,217.0,3.0,0.0,0.0,technical,low,0
,0.57,3.0,,3.0,0.0,0.0,technical,low,0
0.66,0.92,4.0,229.0,2.0,0.0,0.0,technical,low,0
0.81,0.78,4.0,159.0,3.0,0.0,0.0,support,low,0
0.14,0.68,5.0,253.0,5.0,0.0,0.0,support,low,0
0.92,0.85,3.0,235.0,2.0,0.0,0.0,,low,0
0.69,0.91,4.0,186.0,3.0,0.0,0.0,support,,0
0.66,0.99,4.0,263.0,2.0,0.0,0.0,support,low,0
0.85,0.39,4.0,239.0,4.0,0.0,0.0,support,low,0
0.83,0.69,4.0,151.0,2.0,0.0,0.0,support,low,0
1.0,0.49,3.0,106.0,4.0,0.0,0.0,support,low,0
0.68,0.65,3.0,183.0,4.0,0.0,0.0,support,low,0
0.26,0.97,3.0,125.0,2.0,0.0,0.0,support,low,0
0.35,0.41,,157.0,2.0,0.0,0.0,support,low,0
0.12,0.58,3.0,241.0,2.0,0.0,0.0,technical,low,0
0.91,0.93,4.0,184.0,3.0,0.0,0.0,technical,low,0
0.65,0.67,4.0,144.0,3.0,0.0,0.0,technical,low,0
0.78,0.72,3.0,255.0,4.0,1.0,0.0,management,,0
0.61,0.82,3.0,261.0,4.0,0.0,0.0,IT,low,0
0.64,0.51,4.0,207.0,2.0,0.0,0.0,IT,low,0
0.58,0.73,4.0,205.0,4.0,0.0,0.0,IT,low,0
0.63,0.76,4.0,217.0,2.0,1.0,0.0,IT,medium,0
0.94,0.6,4.0,215.0,2.0,1.0,0.0,IT,medium,0
0.26,0.81,5.0,139.0,4.0,0.0,0.0,product_mng,medium,0
0.59,0.69,3.0,146.0,3.0,0.0,0.0,product_mng,medium,0
0.78,0.8,4.0,175.0,3.0,0.0,0.0,product_mng,medium,0
0.86,0.64,5.0,188.0,,0.0,0.0,,medium,0
0.79,0.73,5.0,155.0,3.0,0.0,0.0,IT,medium,0
0.89,0.73,4.0,171.0,4.0,0.0,0.0,RandD,medium,0
0.34,,4.0,184.0,3.0,0.0,0.0,RandD,,0
0.29,0.77,3.0,164.0,6.0,0.0,0.0,RandD,medium,0
0.71,0.89,3.0,244.0,4.0,0.0,0.0,RandD,medium,0
0.93,0.58,4.0,222.0,2.0,0.0,0.0,RandD,,0
0.94,0.76,4.0,231.0,,1.0,0.0,RandD,high,0
0.91,,3.0,213.0,3.0,0.0,0.0,,low,0
0.71,0.96,4.0,144.0,4.0,0.0,0.0,sales,medium,0
0.67,0.81,3.0,221.0,4.0,1.0,0.0,accounting,medium,0
0.54,,3.0,138.0,,1.0,0.0,support,medium,0
0.89,0.58,3.0,183.0,4.0,0.0,0.0,technical,,0
,0.91,3.0,250.0,3.0,1.0,0.0,management,low,0
0.15,0.89,3.0,219.0,6.0,0.0,0.0,marketing,low,0
0.45,0.92,6.0,164.0,4.0,1.0,0.0,marketing,low,0
,0.67,4.0,161.0,4.0,1.0,0.0,marketing,low,0
0.63,0.56,4.0,274.0,5.0,1.0,0.0,sales,low,0
0.8,0.66,,181.0,3.0,1.0,0.0,sales,low,0
,0.72,3.0,148.0,2.0,0.0,0.0,sales,low,0
0.72,0.54,3.0,226.0,2.0,1.0,0.0,sales,low,0
0.84,0.36,6.0,256.0,5.0,0.0,0.0,sales,low,0
0.61,0.51,3.0,141.0,2.0,0.0,0.0,sales,low,0
0.63,0.88,3.0,177.0,3.0,0.0,0.0,sales,low,0
0.49,,4.0,173.0,2.0,0.0,0.0,sales,low,0
0.68,0.51,2.0,196.0,3.0,0.0,0.0,sales,low,0
0.64,0.85,5.0,179.0,2.0,0.0,0.0,sales,low,0
,0.64,4.0,201.0,3.0,0.0,0.0,sales,,0
0.83,0.55,5.0,247.0,3.0,0.0,0.0,sales,low,0
0.94,0.51,5.0,238.0,2.0,0.0,0.0,sales,low,0
0.27,0.66,3.0,133.0,6.0,,0.0,sales,low,0
0.6,0.49,2.0,194.0,4.0,0.0,0.0,sales,,0
0.83,0.69,4.0,232.0,2.0,,0.0,sales,low,0
0.53,0.75,3.0,232.0,3.0,0.0,0.0,sales,low,0
0.79,0.97,4.0,204.0,,0.0,0.0,sales,medium,0
0.96,0.49,4.0,252.0,3.0,1.0,0.0,sales,medium,0
0.5,0.56,3.0,164.0,3.0,0.0,0.0,accounting,medium,0
0.68,0.81,5.0,266.0,2.0,0.0,0.0,accounting,medium,0
0.24,0.54,4.0,226.0,4.0,1.0,0.0,,,0
,0.8,4.0,252.0,6.0,0.0,0.0,hr,medium,0
0.62,0.74,4.0,155.0,3.0,0.0,0.0,hr,medium,0
1.0,0.85,3.0,202.0,2.0,0.0,0.0,hr,medium,0
0.64,0.75,3.0,214.0,3.0,0.0,0.0,hr,medium,0
0.51,0.55,4.0,267.0,3.0,0.0,0.0,technical,medium,0
0.74,0.5,4.0,265.0,3.0,0.0,0.0,technical,medium,0
0.49,0.99,3.0,221.0,2.0,1.0,0.0,technical,medium,0
0.96,,4.0,132.0,6.0,0.0,,technical,high,0
0.59,0.62,4.0,227.0,4.0,1.0,0.0,technical,low,0
,0.57,4.0,234.0,3.0,0.0,0.0,,medium,0
0.16,0.84,3.0,238.0,6.0,0.0,0.0,technical,medium,0
0.62,0.75,3.0,149.0,2.0,1.0,0.0,technical,medium,0
0.79,0.67,4.0,,3.0,0.0,0.0,technical,medium,0
0.53,0.83,4.0,249.0,3.0,1.0,0.0,technical,low,0
0.17,0.48,6.0,270.0,5.0,0.0,0.0,technical,low,0
0.57,0.76,3.0,200.0,2.0,0.0,0.0,support,low,0
0.65,0.82,4.0,207.0,2.0,0.0,0.0,support,,0
0.69,0.74,,266.0,2.0,,0.0,support,low,0
,0.8,6.0,250.0,3.0,0.0,0.0,support,low,0
0.99,0.92,3.0,220.0,3.0,0.0,0.0,support,low,0
0.5,0.69,4.0,177.0,2.0,0.0,0.0,support,low,0
0.54,0.96,3.0,147.0,2.0,0.0,0.0,support,medium,0
0.69,,4.0,,4.0,0.0,0.0,support,medium,0
0.5,0.85,4.0,272.0,2.0,0.0,0.0,support,medium,0
0.66,0.73,3.0,244.0,3.0,0.0,0.0,support,medium,0
1.0,0.93,5.0,182.0,3.0,1.0,0.0,support,,0
0.15,0.61,3.0,146.0,6.0,1.0,0.0,technical,medium,0
0.31,0.54,5.0,259.0,5.0,1.0,0.0,technical,medium,0
0.65,0.49,4.0,184.0,4.0,0.0,0.0,technical,medium,0
0.72,0.69,4.0,149.0,2.0,0.0,0.0,management,medium,0
0.84,0.85,4.0,185.0,3.0,1.0,,IT,medium,0
0.55,,3.0,254.0,2.0,0.0,0.0,IT,medium,0
0.6,0.58,4.0,249.0,3.0,0.0,,IT,medium,0
0.84,0.48,4.0,269.0,2.0,0.0,0.0,IT,medium,0
0.68,0.87,3.0,168.0,3.0,0.0,0.0,IT,medium,0
0.13,,6.0,225.0,3.0,0.0,0.0,product_mng,medium,0
0.88,0.98,3.0,160.0,2.0,0.0,0.0,product_mng,medium,0
0.64,0.57,5.0,149.0,3.0,1.0,0.0,,medium,0
0.19,,5.0,193.0,3.0,0.0,0.0,product_mng,medium,0
0.83,0.88,5.0,171.0,3.0,1.0,0.0,IT,medium,0
0.17,0.41,4.0,232.0,3.0,1.0,0.0,RandD,medium,0
0.44,0.74,4.0,250.0,6.0,0.0,0.0,RandD,medium,0
0.52,0.55,4.0,243.0,2.0,0.0,0.0,RandD,medium,0
0.66,0.62,4.0,250.0,2.0,0.0,0.0,RandD,medium,0
0.96,0.55,4.0,153.0,3.0,0.0,0.0,RandD,,0
0.19,,5.0,126.0,3.0,1.0,0.0,RandD,medium,0
0.86,1.0,3.0,192.0,3.0,0.0,0.0,marketing,high,0
0.65,0.57,3.0,137.0,4.0,1.0,0.0,sales,high,0
0.61,0.97,3.0,199.0,3.0,1.0,0.0,accounting,high,0
0.53,0.96,3.0,,3.0,1.0,0.0,,high,0
0.14,0.76,5.0,260.0,6.0,0.0,0.0,technical,high,0
0.74,1.0,4.0,199.0,4.0,0.0,0.0,management,high,0
0.47,0.62,6.0,171.0,5.0,1.0,0.0,marketing,high,0
0.6,0.56,4.0,260.0,3.0,0.0,0.0,marketing,high,0
0.81,0.58,3.0,243.0,4.0,0.0,0.0,marketing,high,0
0.95,0.59,2.0,154.0,4.0,0.0,0.0,sales,high,0
0.98,0.8,2.0,201.0,2.0,0.0,0.0,sales,high,0
0.52,0.8,,,3.0,0.0,0.0,sales,high,0
1.0,0.97,3.0,216.0,3.0,1.0,0.0,sales,low,0
0.16,0.74,5.0,205.0,4.0,1.0,0.0,,low,0
0.19,0.83,3.0,225.0,,0.0,0.0,,low,0
0.94,0.87,3.0,229.0,3.0,0.0,0.0,sales,low,0
0.58,0.43,6.0,132.0,3.0,0.0,0.0,sales,low,0
0.92,0.69,4.0,180.0,3.0,,0.0,sales,low,0
0.65,0.8,4.0,164.0,4.0,0.0,0.0,sales,low,0
0.74,0.74,5.0,175.0,3.0,0.0,0.0,,low,0
0.6,0.53,5.0,103.0,2.0,,0.0,sales,low,0
1.0,1.0,5.0,142.0,4.0,0.0,0.0,sales,low,0
,0.96,4.0,212.0,3.0,0.0,0.0,sales,low,0
0.54,0.67,2.0,129.0,3.0,1.0,0.0,sales,low,0
0.18,0.81,5.0,140.0,4.0,0.0,0.0,,low,0
0.82,0.88,,149.0,2.0,0.0,0.0,sales,low,0
0.9,0.96,2.0,258.0,2.0,0.0,0.0,sales,low,0
0.62,0.62,4.0,136.0,2.0,0.0,0.0,sales,medium,0
0.77,0.76,2.0,216.0,3.0,1.0,0.0,accounting,medium,0
0.58,0.86,3.0,151.0,2.0,0.0,0.0,accounting,medium,0
0.27,0.47,,217.0,6.0,0.0,0.0,accounting,medium,0
0.78,0.72,4.0,219.0,3.0,0.0,0.0,hr,medium,0
0.98,0.66,3.0,150.0,3.0,0.0,0.0,hr,medium,0
0.75,0.5,4.0,98.0,4.0,,0.0,hr,medium,0
0.74,0.67,5.0,140.0,3.0,,0.0,hr,medium,0
0.9,0.99,3.0,259.0,3.0,1.0,0.0,technical,,0
0.73,0.71,5.0,215.0,6.0,1.0,0.0,technical,medium,0
0.9,0.62,4.0,258.0,3.0,0.0,0.0,technical,medium,0
0.68,0.91,4.0,162.0,3.0,1.0,0.0,technical,medium,0
0.9,0.74,3.0,260.0,4.0,0.0,,technical,high,0
0.64,0.93,5.0,198.0,,0.0,0.0,technical,high,0
0.63,0.9,2.0,242.0,3.0,1.0,0.0,,high,0
0.87,0.89,4.0,219.0,,,0.0,technical,high,0
0.6,0.55,4.0,204.0,3.0,0.0,0.0,technical,high,0
0.7,0.74,3.0,157.0,3.0,0.0,0.0,technical,high,0
0.15,0.94,5.0,244.0,6.0,0.0,0.0,technical,high,0
0.45,0.75,3.0,122.0,3.0,0.0,0.0,support,high,0
0.43,0.9,5.0,282.0,5.0,,0.0,support,low,0
0.92,0.46,5.0,,5.0,0.0,0.0,support,low,0
0.72,0.81,4.0,134.0,2.0,0.0,0.0,support,low,0
0.94,0.84,3.0,210.0,2.0,0.0,0.0,support,low,0
0.74,0.52,3.0,170.0,3.0,0.0,0.0,support,low,0
0.48,0.71,2.0,140.0,3.0,1.0,0.0,support,low,0
0.84,0.76,5.0,215.0,2.0,1.0,0.0,support,low,0
0.53,0.86,3.0,150.0,3.0,0.0,,support,low,0
0.45,0.88,5.0,268.0,3.0,1.0,0.0,support,medium,0
0.95,0.67,,270.0,4.0,0.0,0.0,support,medium,0
0.95,0.58,3.0,163.0,3.0,0.0,0.0,technical,medium,0
0.7,0.85,3.0,,2.0,0.0,0.0,technical,medium,0
0.19,0.93,3.0,110.0,4.0,0.0,0.0,technical,medium,0
0.74,0.91,5.0,,3.0,,0.0,management,medium,0
0.54,0.59,4.0,228.0,3.0,0.0,0.0,IT,medium,0
0.5,0.69,5.0,172.0,2.0,0.0,0.0,IT,medium,0
0.95,0.72,3.0,168.0,5.0,0.0,0.0,IT,medium,0
0.69,0.69,5.0,160.0,3.0,0.0,0.0,IT,medium,0
0.24,0.74,5.0,282.0,3.0,0.0,0.0,IT,medium,0
0.96,0.7,5.0,184.0,2.0,1.0,,product_mng,medium,0
0.61,0.5,4.0,217.0,4.0,1.0,0.0,product_mng,,0
0.76,0.53,6.0,281.0,3.0,0.0,,product_mng,medium,0
0.61,0.64,3.0,245.0,2.0,0.0,0.0,product_mng,medium,0
,0.48,2.0,285.0,5.0,0.0,0.0,IT,medium,0
0.81,0.9,4.0,165.0,3.0,0.0,0.0,RandD,medium,0
0.59,0.9,3.0,146.0,,0.0,0.0,RandD,medium,0
0.73,0.82,3.0,133.0,3.0,0.0,0.0,RandD,medium,0
0.87,0.57,2.0,181.0,6.0,0.0,0.0,RandD,medium,0
0.67,0.66,6.0,152.0,3.0,0.0,,RandD,medium,0
0.96,0.78,2.0,284.0,3.0,0.0,0.0,RandD,medium,0
0.98,0.51,,157.0,3.0,0.0,0.0,marketing,medium,0
,0.58,4.0,165.0,2.0,0.0,0.0,,high,0
0.49,0.71,3.0,255.0,2.0,1.0,0.0,accounting,low,0
0.13,0.65,4.0,194.0,4.0,0.0,0.0,support,medium,0
0.57,,3.0,102.0,6.0,0.0,0.0,technical,medium,0
0.51,0.94,4.0,247.0,2.0,0.0,0.0,management,medium,0
0.99,0.69,,,2.0,0.0,0.0,marketing,medium,0
0.8,0.77,3.0,171.0,2.0,0.0,0.0,marketing,medium,0
0.56,0.39,5.0,263.0,4.0,0.0,0.0,marketing,medium,0
0.96,0.84,4.0,272.0,4.0,1.0,0.0,sales,,0
0.96,0.5,3.0,158.0,2.0,1.0,0.0,sales,medium,0
0.87,0.53,6.0,216.0,6.0,1.0,0.0,sales,medium,0
0.61,0.9,5.0,113.0,3.0,0.0,0.0,sales,,0
0.18,0.6,3.0,140.0,4.0,0.0,0.0,sales,,0
0.24,0.77,5.0,178.0,5.0,0.0,0.0,sales,low,0
0.86,0.48,4.0,153.0,3.0,0.0,0.0,sales,low,0
0.25,0.62,6.0,271.0,5.0,0.0,0.0,sales,low,0
0.25,0.82,3.0,269.0,5.0,0.0,0.0,sales,low,0
,0.55,3.0,160.0,3.0,0.0,0.0,sales,low,0
0.89,0.68,4.0,258.0,2.0,1.0,0.0,sales,low,0
0.87,0.82,4.0,251.0,,0.0,0.0,sales,high,0
0.87,0.78,3.0,,2.0,0.0,0.0,sales,low,0
0.71,0.99,4.0,238.0,,1.0,0.0,sales,high,0
,0.87,4.0,152.0,2.0,0.0,0.0,sales,high,0
0.16,0.51,3.0,262.0,6.0,0.0,0.0,sales,low,0
0.83,0.68,4.0,273.0,,0.0,0.0,sales,low,0
0.65,0.77,3.0,233.0,2.0,0.0,0.0,,high,0
,0.64,3.0,262.0,3.0,0.0,0.0,sales,,0
0.67,0.67,3.0,,3.0,0.0,0.0,,medium,0
0.53,0.88,3.0,150.0,3.0,1.0,0.0,accounting,high,0
0.74,0.94,3.0,132.0,3.0,0.0,0.0,accounting,medium,0
0.77,0.79,3.0,200.0,4.0,0.0,0.0,hr,medium,0
0.13,0.72,4.0,148.0,5.0,0.0,0.0,hr,medium,0
0.82,0.92,3.0,187.0,3.0,1.0,0.0,hr,medium,0
0.88,0.65,4.0,224.0,2.0,0.0,,hr,high,0
0.89,0.5,4.0,147.0,2.0,0.0,0.0,technical,medium,0
0.85,0.51,3.0,153.0,4.0,0.0,0.0,technical,medium,0
0.93,0.87,5.0,154.0,2.0,0.0,0.0,technical,medium,0
0.62,0.7,5.0,270.0,,0.0,0.0,technical,high,0
0.58,0.96,3.0,202.0,2.0,0.0,0.0,technical,medium,0
0.98,0.5,4.0,264.0,3.0,0.0,0.0,technical,high,0
0.52,0.45,2.0,,3.0,0.0,0.0,technical,low,0
0.76,0.49,3.0,138.0,2.0,1.0,0.0,technical,medium,0
0.73,0.91,3.0,,2.0,0.0,0.0,,medium,0
0.74,0.64,4.0,147.0,5.0,0.0,0.0,technical,medium,0
0.49,0.48,3.0,,2.0,0.0,0.0,technical,medium,0
0.91,0.97,,183.0,3.0,0.0,,support,low,0
0.74,0.92,5.0,255.0,3.0,0.0,0.0,support,low,0
0.86,0.82,4.0,252.0,4.0,0.0,0.0,support,low,0
0.52,0.47,,141.0,5.0,1.0,0.0,support,low,0
0.95,0.81,3.0,260.0,2.0,0.0,0.0,support,low,0
0.65,0.98,3.0,136.0,3.0,0.0,0.0,support,low,0
0.7,0.56,4.0,182.0,2.0,0.0,0.0,,low,0
0.14,0.66,6.0,142.0,5.0,0.0,0.0,support,low,0
0.92,0.53,2.0,261.0,4.0,0.0,0.0,,low,0
0.54,0.6,3.0,209.0,2.0,0.0,0.0,support,low,0
0.76,0.95,2.0,156.0,4.0,0.0,0.0,support,high,0
0.78,0.66,4.0,214.0,2.0,0.0,0.0,technical,low,0
0.85,0.86,4.0,250.0,3.0,0.0,0.0,technical,low,0
0.78,0.8,4.0,197.0,3.0,1.0,0.0,technical,low,0
,0.72,3.0,149.0,3.0,0.0,0.0,management,low,0
0.68,,5.0,271.0,2.0,0.0,0.0,IT,high,0
0.91,0.68,4.0,187.0,2.0,0.0,0.0,IT,low,0
0.76,0.56,3.0,154.0,2.0,0.0,0.0,IT,low,0
,0.67,4.0,264.0,3.0,0.0,0.0,IT,low,0
0.95,,2.0,144.0,3.0,0.0,0.0,IT,high,0
0.74,0.37,6.0,200.0,3.0,0.0,0.0,product_mng,low,0
0.92,0.56,5.0,197.0,2.0,1.0,0.0,product_mng,medium,0
0.64,0.89,3.0,175.0,3.0,1.0,0.0,product_mng,high,0
0.96,0.9,3.0,161.0,3.0,0.0,0.0,product_mng,medium,0
0.21,0.72,3.0,245.0,6.0,0.0,,IT,high,0
0.85,0.67,3.0,167.0,4.0,0.0,0.0,RandD,medium,0
0.52,0.86,5.0,168.0,3.0,0.0,0.0,RandD,medium,0
0.54,0.81,5.0,261.0,6.0,0.0,0.0,RandD,,0
0.56,0.81,,274.0,4.0,0.0,0.0,RandD,medium,0
0.59,0.79,4.0,181.0,3.0,0.0,0.0,RandD,medium,0
0.88,0.58,5.0,266.0,3.0,1.0,0.0,marketing,medium,0
0.7,0.84,4.0,184.0,3.0,0.0,0.0,sales,medium,0
0.95,0.58,3.0,193.0,2.0,0.0,0.0,accounting,medium,0
0.83,0.88,3.0,217.0,2.0,1.0,0.0,support,high,0
0.76,0.62,4.0,197.0,3.0,0.0,,technical,low,0
0.82,0.92,,,3.0,0.0,0.0,management,,0
0.55,0.97,4.0,136.0,3.0,0.0,0.0,marketing,medium,0
0.89,0.55,5.0,194.0,4.0,0.0,0.0,marketing,medium,0
0.66,0.94,4.0,190.0,3.0,0.0,,marketing,medium,0
0.41,0.61,3.0,185.0,2.0,1.0,0.0,sales,medium,0
0.83,0.77,3.0,232.0,2.0,1.0,0.0,sales,medium,0
0.88,0.72,3.0,200.0,2.0,1.0,0.0,sales,medium,0
0.56,0.66,5.0,155.0,2.0,0.0,0.0,sales,medium,0
0.53,0.72,3.0,228.0,3.0,0.0,0.0,sales,medium,0
0.8,0.41,3.0,188.0,4.0,0.0,0.0,sales,high,0
0.95,0.78,4.0,245.0,3.0,0.0,0.0,sales,low,0
0.9,0.88,4.0,205.0,,0.0,0.0,sales,low,0
0.5,0.97,4.0,269.0,3.0,0.0,0.0,sales,low,0
0.4,0.59,3.0,207.0,6.0,0.0,0.0,sales,high,0
0.52,0.85,3.0,250.0,4.0,,0.0,sales,low,0
0.51,0.5,5.0,251.0,3.0,1.0,0.0,sales,low,0
0.84,0.62,5.0,217.0,3.0,0.0,0.0,sales,low,0
0.78,0.98,5.0,252.0,3.0,0.0,0.0,sales,high,0
0.91,0.71,2.0,159.0,3.0,1.0,0.0,sales,low,0
0.59,0.71,,169.0,2.0,0.0,0.0,,low,0
,0.97,5.0,105.0,4.0,0.0,0.0,sales,low,0
0.87,0.93,4.0,268.0,,0.0,0.0,sales,low,0
0.66,1.0,5.0,145.0,2.0,0.0,0.0,,low,0
0.5,0.54,4.0,165.0,3.0,0.0,0.0,accounting,low,0
0.95,0.75,3.0,253.0,4.0,0.0,,accounting,low,0
0.77,0.64,3.0,254.0,3.0,0.0,0.0,,medium,0
0.66,0.5,3.0,218.0,2.0,0.0,0.0,hr,medium,0
0.61,0.98,3.0,138.0,5.0,1.0,0.0,,medium,0
0.7,0.87,5.0,239.0,3.0,0.0,0.0,hr,medium,0
0.89,0.71,5.0,182.0,2.0,1.0,0.0,hr,medium,0
0.6,0.78,4.0,152.0,3.0,1.0,0.0,technical,medium,0
0.62,0.51,3.0,222.0,,1.0,0.0,technical,medium,0
0.59,0.9,2.0,219.0,2.0,1.0,0.0,technical,medium,0
0.69,0.59,4.0,266.0,4.0,0.0,0.0,technical,medium,0
0.36,0.94,3.0,113.0,5.0,1.0,0.0,technical,medium,0
0.59,0.93,4.0,146.0,3.0,0.0,0.0,technical,medium,0
0.5,0.51,5.0,238.0,,,0.0,technical,medium,0
0.53,0.99,3.0,188.0,3.0,0.0,0.0,technical,high,0
0.84,0.9,4.0,237.0,2.0,0.0,0.0,technical,low,0
0.51,0.95,4.0,201.0,,0.0,0.0,technical,medium,0
0.53,0.56,5.0,188.0,3.0,0.0,0.0,technical,medium,0
0.98,0.63,3.0,137.0,3.0,0.0,0.0,support,medium,0
0.95,0.81,4.0,263.0,3.0,0.0,0.0,support,medium,0
